ID,country,cont,capital,population
http://www.wikidata.org/entity/Q114,肯尼亚,非洲,奈洛比,44353691
http://www.wikidata.org/entity/Q115,埃塞俄比亚,非洲,亚的斯亚贝巴,96958732
http://www.wikidata.org/entity/Q117,迦納,非洲,阿克拉,28308301
http://www.wikidata.org/entity/Q142,法国,欧洲,巴黎,66628000
http://www.wikidata.org/entity/Q145,英国,欧洲,倫敦,65102385
http://www.wikidata.org/entity/Q148,中华人民共和国,亚洲,北京市,1409517397
http://www.wikidata.org/entity/Q155,巴西,南美洲,巴西利亚,200361925
http://www.wikidata.org/entity/Q159,俄罗斯,欧洲,莫斯科,146804372
http://www.wikidata.org/entity/Q16,加拿大,北美洲,渥太華,35702707
http://www.wikidata.org/entity/Q17,日本,亚洲,東京都,127110047
http://www.wikidata.org/entity/Q183,德国,欧洲,柏林,81292400
http://www.wikidata.org/entity/Q184,白罗斯,欧洲,明斯克,9494200
http://www.wikidata.org/entity/Q189,冰岛,欧洲,雷克雅未克,332529
http://www.wikidata.org/entity/Q191,爱沙尼亚,欧洲,塔林,1315635
http://www.wikidata.org/entity/Q20,挪威,欧洲,奥斯陆,5213985
http://www.wikidata.org/entity/Q211,拉脫維亞,欧洲,里加,1953000
http://www.wikidata.org/entity/Q212,乌克兰,欧洲,基輔,42558328
http://www.wikidata.org/entity/Q213,捷克,欧洲,布拉格,10610055
http://www.wikidata.org/entity/Q214,斯洛伐克,欧洲,布拉迪斯拉发,5426252
http://www.wikidata.org/entity/Q215,斯洛文尼亚,欧洲,卢布尔雅那,2062874
http://www.wikidata.org/entity/Q217,摩尔多瓦,欧洲,基希讷乌,2550900
http://www.wikidata.org/entity/Q218,羅馬尼亞,欧洲,布加勒斯特,20147528
http://www.wikidata.org/entity/Q219,保加利亚,欧洲,索菲亞,7265115
http://www.wikidata.org/entity/Q221,馬其頓共和國,欧洲,斯科普里,2107158
http://www.wikidata.org/entity/Q222,阿尔巴尼亚,欧洲,地拉那,3020209
http://www.wikidata.org/entity/Q224,克罗地亚,欧洲,萨格勒布,4284889
http://www.wikidata.org/entity/Q225,波斯尼亚和黑塞哥维那,欧洲,塞拉耶佛,3531159
http://www.wikidata.org/entity/Q227,阿塞拜疆,亚洲,巴库,9416801
http://www.wikidata.org/entity/Q228,安道尔,欧洲,安道尔城,79218
http://www.wikidata.org/entity/Q229,賽普勒斯,亚洲,尼科西亚,1141166
http://www.wikidata.org/entity/Q230,格鲁吉亚,亚洲,第比利斯,3729500
http://www.wikidata.org/entity/Q232,哈萨克斯坦,亚洲,阿斯塔納,17948816
http://www.wikidata.org/entity/Q233,马耳他,欧洲,瓦莱塔,423374
http://www.wikidata.org/entity/Q235,摩纳哥,欧洲,摩纳哥城,37831
http://www.wikidata.org/entity/Q236,蒙特內哥羅,欧洲,波德戈里察,620029
http://www.wikidata.org/entity/Q238,圣马力诺,欧洲,聖馬力諾,31595
http://www.wikidata.org/entity/Q241,古巴,北美洲,哈瓦那,11265629
http://www.wikidata.org/entity/Q242,伯利兹,北美洲,貝爾墨邦,366954
http://www.wikidata.org/entity/Q244,巴巴多斯,北美洲,布里奇敦,284644
http://www.wikidata.org/entity/Q252,印度尼西亚,亚洲,雅加达,249865631
http://www.wikidata.org/entity/Q27,爱尔兰共和国,欧洲,都柏林,4761865
http://www.wikidata.org/entity/Q28,匈牙利,欧洲,布达佩斯,9817958
http://www.wikidata.org/entity/Q29,西班牙,欧洲,马德里,46528024
http://www.wikidata.org/entity/Q30,美国,北美洲,華盛頓哥倫比亞特區,323952889
http://www.wikidata.org/entity/Q31,比利时,欧洲,布鲁塞尔市,11150516
http://www.wikidata.org/entity/Q32,卢森堡,欧洲,盧森堡市,543360
http://www.wikidata.org/entity/Q33,芬兰,欧洲,赫尔辛基,5501043
http://www.wikidata.org/entity/Q34,瑞典,欧洲,斯德哥尔摩,9954420
http://www.wikidata.org/entity/Q35,丹麦,欧洲,哥本哈根,5707251
http://www.wikidata.org/entity/Q36,波兰,欧洲,华沙,38454576
http://www.wikidata.org/entity/Q37,立陶宛,欧洲,维尔纽斯,2810118
http://www.wikidata.org/entity/Q38,意大利,欧洲,罗马,60599936
http://www.wikidata.org/entity/Q39,瑞士,欧洲,伯尔尼,8211700
http://www.wikidata.org/entity/Q40,奥地利,欧洲,維也納,8572895
http://www.wikidata.org/entity/Q41,希腊,欧洲,雅典,10815197
http://www.wikidata.org/entity/Q43,土耳其,亚洲,安卡拉,76223639
http://www.wikidata.org/entity/Q45,葡萄牙,欧洲,里斯本,10457295
http://www.wikidata.org/entity/Q55,荷蘭,欧洲,阿姆斯特丹,17000000
http://www.wikidata.org/entity/Q77,乌拉圭,南美洲,蒙得维的亚,3407062
http://www.wikidata.org/entity/Q79,埃及,非洲,開羅,94798827
http://www.wikidata.org/entity/Q79,埃及,亚洲,開羅,94798827
http://www.wikidata.org/entity/Q96,墨西哥,北美洲,墨西哥城,130526945
http://www.wikidata.org/entity/Q219060,巴勒斯坦,亚洲,拉姆安拉,4550368
http://www.wikidata.org/entity/Q756617,丹麦王国,欧洲,哥本哈根,5707251
http://www.wikidata.org/entity/Q1000,加蓬,非洲,利伯维尔,1671711
http://www.wikidata.org/entity/Q1005,冈比亚,非洲,班竹,1849285
http://www.wikidata.org/entity/Q1006,几内亚,非洲,科納克里,10628972
http://www.wikidata.org/entity/Q1007,幾內亞比索,非洲,比绍,1704255
http://www.wikidata.org/entity/Q1008,科特迪瓦,非洲,亚穆苏克罗,20316086
http://www.wikidata.org/entity/Q1009,喀麦隆,非洲,雅温得,22253959
http://www.wikidata.org/entity/Q1011,佛得角,非洲,培亞,498897
http://www.wikidata.org/entity/Q1013,莱索托,非洲,马塞卢,2074465
http://www.wikidata.org/entity/Q1014,利比里亚,非洲,蒙羅維亞,4294077
http://www.wikidata.org/entity/Q1016,利比亚,非洲,的黎波里,6201521
http://www.wikidata.org/entity/Q1019,马达加斯加,非洲,塔那那利佛,22924851
http://www.wikidata.org/entity/Q1020,马拉维,非洲,利隆圭,16362567
http://www.wikidata.org/entity/Q1025,毛里塔尼亚,非洲,努瓦克肖特,3889880
http://www.wikidata.org/entity/Q1027,毛里求斯,非洲,路易港,1258653
http://www.wikidata.org/entity/Q1028,摩洛哥,非洲,拉巴特,33008150
http://www.wikidata.org/entity/Q1029,莫桑比克,非洲,马普托,25833752
http://www.wikidata.org/entity/Q1030,纳米比亚,非洲,温得和克,2303315
http://www.wikidata.org/entity/Q1032,尼日尔,非洲,尼亞美,17831270
http://www.wikidata.org/entity/Q1033,奈及利亞,非洲,阿布贾,182202000
http://www.wikidata.org/entity/Q1036,乌干达,非洲,坎帕拉,37578876
http://www.wikidata.org/entity/Q1037,卢旺达,非洲,吉佳利,11776522
http://www.wikidata.org/entity/Q1039,圣多美和普林西比,非洲,圣多美,192993
http://www.wikidata.org/entity/Q1041,塞内加尔,非洲,達喀爾,14133280
http://www.wikidata.org/entity/Q1042,塞舌尔,非洲,维多利亚,92000
http://www.wikidata.org/entity/Q1044,塞拉利昂,非洲,弗里敦,6092075
http://www.wikidata.org/entity/Q1045,索马里,非洲,摩加迪休,10495583
http://www.wikidata.org/entity/Q1049,苏丹共和国,非洲,喀土穆,40235000
http://www.wikidata.org/entity/Q1050,斯威士兰,非洲,墨巴本,1249514
http://www.wikidata.org/entity/Q1246,科索沃,欧洲,普里什蒂纳,1883018
http://www.wikidata.org/entity/Q25230,根西岛,欧洲,圣彼得港,65345
http://www.wikidata.org/entity/Q258,南非,非洲,開普敦,55445000
http://www.wikidata.org/entity/Q262,阿尔及利亚,非洲,阿爾及爾,38813722
http://www.wikidata.org/entity/Q265,乌兹别克斯坦,亚洲,塔什干,31576400
http://www.wikidata.org/entity/Q26988,库克群岛,大洋洲,阿瓦鲁阿,21000
http://www.wikidata.org/entity/Q298,智利,南美洲,圣地亚哥－德智利,17619708
http://www.wikidata.org/entity/Q29999,荷兰王国,欧洲,阿姆斯特丹,17100715
http://www.wikidata.org/entity/Q334,新加坡,亚洲,新加坡,5888926
http://www.wikidata.org/entity/Q34020,紐埃,大洋洲,阿洛菲,1612
http://www.wikidata.org/entity/Q347,列支敦斯登,欧洲,瓦都茲,37468
http://www.wikidata.org/entity/Q398,巴林,亚洲,麦纳麦,1332171
http://www.wikidata.org/entity/Q399,亞美尼亞,亚洲,葉里溫,2976566
http://www.wikidata.org/entity/Q403,塞尔维亚,欧洲,贝尔格莱德,7041599
http://www.wikidata.org/entity/Q40362,撒拉威阿拉伯民主共和國,非洲,提法里提,502585
http://www.wikidata.org/entity/Q408,澳大利亚,大洋洲,堪培拉,23401892
http://www.wikidata.org/entity/Q414,阿根廷,南美洲,布宜諾斯艾利斯,43417000
http://www.wikidata.org/entity/Q419,秘鲁,南美洲,利馬,30375603
http://www.wikidata.org/entity/Q423,朝鲜民主主义人民共和国,亚洲,平壤,24895480
http://www.wikidata.org/entity/Q424,柬埔寨,亚洲,金边,15135169
http://www.wikidata.org/entity/Q574,东帝汶,亚洲,帝力,1180069
http://www.wikidata.org/entity/Q6250,西撒哈拉,非洲,阿尤恩,586000
http://www.wikidata.org/entity/Q657,乍得,非洲,恩賈梅納,12825314
http://www.wikidata.org/entity/Q664,新西兰,大洋洲,惠灵顿,4793700
http://www.wikidata.org/entity/Q668,印度,亚洲,新德里,1339180127
http://www.wikidata.org/entity/Q672,吐瓦魯,大洋洲,富纳富提,9876
http://www.wikidata.org/entity/Q678,東加,大洋洲,努库阿洛法,105323
http://www.wikidata.org/entity/Q683,萨摩亚,大洋洲,阿皮亚,190372
http://www.wikidata.org/entity/Q685,索羅門群島,大洋洲,霍尼亚拉,561231
http://www.wikidata.org/entity/Q686,萬那杜,大洋洲,维拉港,252763
http://www.wikidata.org/entity/Q691,巴布亚新几内亚,大洋洲,莫尔兹比港,7321262
http://www.wikidata.org/entity/Q695,帛琉,大洋洲,恩吉鲁穆德,20918
http://www.wikidata.org/entity/Q697,諾魯,大洋洲,亞倫區,10084
http://www.wikidata.org/entity/Q702,密克罗尼西亚联邦,大洋洲,帕利基尔,103549
http://www.wikidata.org/entity/Q709,馬紹爾群島,大洋洲,馬久羅,52634
http://www.wikidata.org/entity/Q710,吉里巴斯,大洋洲,南塔拉瓦,102351
http://www.wikidata.org/entity/Q711,蒙古国,亚洲,乌兰巴托,3081678
http://www.wikidata.org/entity/Q712,斐濟,大洋洲,蘇瓦,881065
http://www.wikidata.org/entity/Q717,委內瑞拉,南美洲,加拉加斯,30405207
http://www.wikidata.org/entity/Q730,蘇利南,南美洲,帕拉马里博,539276
http://www.wikidata.org/entity/Q733,巴拉圭,南美洲,亞松森,6802295
http://www.wikidata.org/entity/Q734,圭亚那,南美洲,乔治敦,799613
http://www.wikidata.org/entity/Q736,厄瓜多尔,南美洲,基多,15737878
http://www.wikidata.org/entity/Q739,哥伦比亚,南美洲,波哥大,47704427
http://www.wikidata.org/entity/Q750,玻利維亞,南美洲,拉巴斯,10671200
http://www.wikidata.org/entity/Q754,千里達及托巴哥,北美洲,西班牙港,1341151
http://www.wikidata.org/entity/Q757,圣文森特和格林纳丁斯,南美洲,金斯敦,109373
http://www.wikidata.org/entity/Q760,圣卢西亚,北美洲,卡斯特里,182273
http://www.wikidata.org/entity/Q763,聖克里斯多福與尼維斯,北美洲,巴斯特尔,54191
http://www.wikidata.org/entity/Q766,牙买加,北美洲,京斯敦,2950210
http://www.wikidata.org/entity/Q769,格林纳达,北美洲,圣乔治,105897
http://www.wikidata.org/entity/Q774,危地马拉,北美洲,瓜地馬拉市,15468203
http://www.wikidata.org/entity/Q778,巴哈马,北美洲,拿骚,377374
http://www.wikidata.org/entity/Q781,安提瓜和巴布达,北美洲,聖約翰,89985
http://www.wikidata.org/entity/Q783,洪都拉斯,北美洲,德古斯加巴,8097688
http://www.wikidata.org/entity/Q784,多米尼克,北美洲,羅索,72003
http://www.wikidata.org/entity/Q785,澤西島,欧洲,圣赫利尔,100080
http://www.wikidata.org/entity/Q786,多明尼加,北美洲,聖多明哥,10403761
http://www.wikidata.org/entity/Q790,海地,北美洲,太子港,10317461
http://www.wikidata.org/entity/Q792,萨尔瓦多,北美洲,聖薩爾瓦多,6340454
http://www.wikidata.org/entity/Q794,伊朗,亚洲,德黑兰,77447168
http://www.wikidata.org/entity/Q796,伊拉克,亚洲,巴格达,33417476
http://www.wikidata.org/entity/Q800,哥斯达黎加,北美洲,聖荷西,4872166
http://www.wikidata.org/entity/Q801,以色列,亚洲,耶路撒冷,8796200
http://www.wikidata.org/entity/Q804,巴拿马,南美洲,巴拿馬城,3864170
http://www.wikidata.org/entity/Q804,巴拿马,北美洲,巴拿馬城,3864170
http://www.wikidata.org/entity/Q805,也门,亚洲,萨那,26183676
http://www.wikidata.org/entity/Q810,约旦,亚洲,安曼,9813095
http://www.wikidata.org/entity/Q811,尼加拉瓜,北美洲,馬納瓜,6080478
http://www.wikidata.org/entity/Q813,吉尔吉斯斯坦,亚洲,比什凯克,6000000
http://www.wikidata.org/entity/Q817,科威特,亚洲,科威特市,4660000
http://www.wikidata.org/entity/Q819,老挝,亚洲,永珍,6769727
http://www.wikidata.org/entity/Q822,黎巴嫩,亚洲,贝鲁特,4467390
http://www.wikidata.org/entity/Q826,马尔代夫,亚洲,馬累,345023
http://www.wikidata.org/entity/Q833,马来西亚,亚洲,吉隆坡,29716965
http://www.wikidata.org/entity/Q836,缅甸,亚洲,奈比多,53259018
http://www.wikidata.org/entity/Q837,尼泊尔,亚洲,加德滿都,30986975
http://www.wikidata.org/entity/Q842,阿曼,亚洲,马斯喀特,3632444
http://www.wikidata.org/entity/Q843,巴基斯坦,亚洲,伊斯兰堡,182142594
http://www.wikidata.org/entity/Q846,卡塔尔,亚洲,多哈,2168673
http://www.wikidata.org/entity/Q851,沙特阿拉伯,亚洲,利雅德,28828870
http://www.wikidata.org/entity/Q854,斯里蘭卡,亚洲,科伦坡,20277597
http://www.wikidata.org/entity/Q858,叙利亚,亚洲,大马士革,22845550
http://www.wikidata.org/entity/Q863,塔吉克斯坦,亚洲,杜尚别,8610000
http://www.wikidata.org/entity/Q869,泰国,亚洲,曼谷,65931550
http://www.wikidata.org/entity/Q874,土库曼斯坦,亚洲,阿什哈巴德,5125693
http://www.wikidata.org/entity/Q878,阿拉伯联合酋长国,亚洲,阿布扎比,9346129
http://www.wikidata.org/entity/Q881,越南,亚洲,河內市,91700000
http://www.wikidata.org/entity/Q884,大韩民国,亚洲,首爾,51069375
http://www.wikidata.org/entity/Q889,阿富汗,亚洲,喀布尔,31822848
http://www.wikidata.org/entity/Q902,孟加拉国,亚洲,达卡市,156594962
http://www.wikidata.org/entity/Q912,马里共和国,非洲,巴馬科,15301650
http://www.wikidata.org/entity/Q916,安哥拉,非洲,罗安达,21471618
http://www.wikidata.org/entity/Q917,不丹,亚洲,廷布,753947
http://www.wikidata.org/entity/Q921,文莱,亚洲,斯里巴加湾市,417784
http://www.wikidata.org/entity/Q924,坦桑尼亚,非洲,多多马,49253126
http://www.wikidata.org/entity/Q928,菲律宾,亚洲,马尼拉市,100981437
http://www.wikidata.org/entity/Q929,中非共和國,非洲,班基,4616417
http://www.wikidata.org/entity/Q945,多哥,非洲,洛美,6816982
http://www.wikidata.org/entity/Q948,突尼西亞,非洲,突尼斯市,11304500
http://www.wikidata.org/entity/Q953,赞比亚,非洲,路沙卡,14309466
http://www.wikidata.org/entity/Q954,辛巴威,非洲,哈拉雷,14149648
http://www.wikidata.org/entity/Q958,南苏丹,非洲,朱巴,12340000
http://www.wikidata.org/entity/Q962,贝宁,非洲,波多诺伏,10323474
http://www.wikidata.org/entity/Q963,波札那,非洲,嘉柏隆里,2021144
http://www.wikidata.org/entity/Q965,布吉納法索,非洲,瓦加杜古,16934839
http://www.wikidata.org/entity/Q967,蒲隆地,非洲,布琼布拉,10162532
http://www.wikidata.org/entity/Q9676,马恩岛,欧洲,道格拉斯,85888
http://www.wikidata.org/entity/Q970,葛摩,非洲,莫洛尼,734917
http://www.wikidata.org/entity/Q971,刚果共和国,非洲,布拉柴维尔,4447632
http://www.wikidata.org/entity/Q974,刚果民主共和国,非洲,金夏沙,67513677
http://www.wikidata.org/entity/Q977,吉布提,非洲,吉布地市,872932
http://www.wikidata.org/entity/Q983,赤道几内亚,非洲,馬拉博,757014
http://www.wikidata.org/entity/Q986,厄立特里亚,非洲,阿斯馬拉,6333135